FID,OA11CD,LHB20CD,LHB20NM,LHB20NMW
4965,W00005048,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
4966,W00005103,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
4967,W00004900,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
4968,W00005049,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
4969,W00005155,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
4970,W00004948,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
4971,W00004792,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
4972,W00005156,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
4973,W00004949,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
4974,W00005104,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
4975,W00004901,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
4976,W00004793,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
4977,W00005157,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
4978,W00004950,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
4979,W00005050,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
4980,W00005105,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
4981,W00004902,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
4982,W00004794,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
4983,W00005158,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
4984,W00004951,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
4985,W00005051,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
4986,W00005106,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
4987,W00004903,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
4988,W00004795,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
4989,W00005159,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
4990,W00004952,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
4991,W00005052,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
4992,W00005107,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
4993,W00004904,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
4994,W00004796,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
4995,W00005160,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
4996,W00004953,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
4997,W00005053,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
4998,W00005108,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
4999,W00004905,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5000,W00004797,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5001,W00005161,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5002,W00004954,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5003,W00004955,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5004,W00004956,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5005,W00004958,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5006,W00004960,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5007,W00004961,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5008,W00004962,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5009,W00004963,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5010,W00004964,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5011,W00004965,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5012,W00004966,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5013,W00004968,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5014,W00004969,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5015,W00004970,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5016,W00004971,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5017,W00004972,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5018,W00004973,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5019,W00004974,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5020,W00004975,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5021,W00004976,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5022,W00004977,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5023,W00004978,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5024,W00004979,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5025,W00004980,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5026,W00004981,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5027,W00004982,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5028,W00004983,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5029,W00004984,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5030,W00004985,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5031,W00004986,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5032,W00004987,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5033,W00004988,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5034,W00004989,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5035,W00005109,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5036,W00005054,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5037,W00004798,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5038,W00004906,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5039,W00005162,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5040,W00005110,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5041,W00005055,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5042,W00004799,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5043,W00004907,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5044,W00005111,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5045,W00005056,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5046,W00004800,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5047,W00004908,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5048,W00005163,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5049,W00005112,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5050,W00005057,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5051,W00004801,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5052,W00004909,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5053,W00005164,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5054,W00005113,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5055,W00005058,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5056,W00004802,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5057,W00004910,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5058,W00005165,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5059,W00005166,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5060,W00005167,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5061,W00005168,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5062,W00005169,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5063,W00005171,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5064,W00005172,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5065,W00005173,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5066,W00005174,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5067,W00005175,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5068,W00005176,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5069,W00005177,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5070,W00005178,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5071,W00005179,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5072,W00005180,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5073,W00005181,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5074,W00005182,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5075,W00005183,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5076,W00005184,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5077,W00005185,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5078,W00005186,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5079,W00005187,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5080,W00005188,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5081,W00005189,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5082,W00005190,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5083,W00005191,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5084,W00005114,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5085,W00005059,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5086,W00004803,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5087,W00004911,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5088,W00005115,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5089,W00005060,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5090,W00004804,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5091,W00004912,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5092,W00005116,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5093,W00005117,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5094,W00005118,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5095,W00005119,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5096,W00005120,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5097,W00005121,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5098,W00005122,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5099,W00005123,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5100,W00005124,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5101,W00005125,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5102,W00005126,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5103,W00005127,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5104,W00005128,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5105,W00005129,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5106,W00005130,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5107,W00005131,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5108,W00005132,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5109,W00005133,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5110,W00005134,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5111,W00005135,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5112,W00005136,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5113,W00005137,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5114,W00005138,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5115,W00005139,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5116,W00005140,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5117,W00005061,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5118,W00004913,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5119,W00004805,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5120,W00005062,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5121,W00004914,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5122,W00004806,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5123,W00005063,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5124,W00004915,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5125,W00004807,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5126,W00005064,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5127,W00004916,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5128,W00004808,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5129,W00005065,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5130,W00005066,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5131,W00005067,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5132,W00005068,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5133,W00005069,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5134,W00005070,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5135,W00005071,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5136,W00005072,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5137,W00005073,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5138,W00005074,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5139,W00005075,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5140,W00005076,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5141,W00005077,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5142,W00005078,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5143,W00005080,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5144,W00005081,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5145,W00005082,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5146,W00005083,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5147,W00005084,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5148,W00005085,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5149,W00005086,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5150,W00005087,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5151,W00005088,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5152,W00005089,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5153,W00005090,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5154,W00004917,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5155,W00004918,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5156,W00004919,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5157,W00004920,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5158,W00004921,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5159,W00004922,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5160,W00004923,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5161,W00004924,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5162,W00004925,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5163,W00004809,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5164,W00004926,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5165,W00004810,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5166,W00004927,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5167,W00004928,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5168,W00004929,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5169,W00004930,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5170,W00004931,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5171,W00004932,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5172,W00004933,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5173,W00004934,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5174,W00004935,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5175,W00004936,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5176,W00004811,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5177,W00004812,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5178,W00004813,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5179,W00004814,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5180,W00004815,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5181,W00004816,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5182,W00004817,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5183,W00004818,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5184,W00004819,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5185,W00004820,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5186,W00004821,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5187,W00004822,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5188,W00004823,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5189,W00004824,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5190,W00004825,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5191,W00004826,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5192,W00004827,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5193,W00004828,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5194,W00004829,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5195,W00004830,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5196,W00004831,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5197,W00004832,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5198,W00004833,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5199,W00004834,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5200,W00004836,W11000031,Swansea Bay University Health Board,Bwrdd Iechyd Prifysgol Bae Abertawe
5201,W00005192,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5202,W00005503,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5203,W00005300,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5204,W00005403,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5205,W00005247,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5206,W00005553,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5207,W00005193,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5208,W00005194,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5209,W00005195,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5210,W00005196,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5211,W00005197,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5212,W00005198,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5213,W00005199,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5214,W00005201,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5215,W00005202,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5216,W00005203,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5217,W00005204,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5218,W00005205,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5219,W00005206,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5220,W00005207,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5221,W00005208,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5222,W00005209,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
5223,W00005211,W11000030,Cwm Taf Morgannwg University Health Board,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg
